SampleID,Normalization,Panel,Plate,Adj_factor,UniProt,OlinkID,Donor,Celltype,Stimulation,CD56status,Celltype_CD56status,Assay,LOD,NPX
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D4,MAIT,control,CD56neg,CD56- MAIT,MCP-3,-1.4569,-1.84261
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D6,MAIT,control,CD56pos,CD56+ MAIT,MCP-3,-1.4569,-1.76622
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D4,MAIT,control,CD56pos,CD56+ MAIT,MCP-3,-1.4569,-2.20569
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D5,MAIT,control,CD56neg,CD56- MAIT,MCP-3,-1.4569,-2.30486
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,MCP-3,-1.4569,-2.09038
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,MCP-3,-1.4569,-2.28847
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D7,CD8T,PMA + Ionomycin,NA,CD8T,MCP-3,-1.4569,-1.79569
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,MCP-3,-1.4569,-2.01724
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D7,NK,control,NA,NK,MCP-3,-1.4569,-2.21054
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D4,CD8T,PMA + Ionomycin,NA,CD8T,MCP-3,-1.4569,-2.77234
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D6,NK,control,NA,NK,MCP-3,-1.4569,-2.84423
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,MCP-3,-1.4569,-1.65316
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D7,MAIT,control,CD56neg,CD56- MAIT,MCP-3,-1.4569,-2.46088
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D5,MAIT,control,CD56pos,CD56+ MAIT,MCP-3,-1.4569,-2.21259
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,MCP-3,-1.4569,-2.01364
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D5,NK,control,NA,NK,MCP-3,-1.4569,-2.67724
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D6,CD8T,PMA + Ionomycin,NA,CD8T,MCP-3,-1.4569,-2.04371
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,MCP-3,-1.4569,-1.70614
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D5,CD8T,PMA + Ionomycin,NA,CD8T,MCP-3,-1.4569,-1.9251
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,MCP-3,-1.4569,-2.22515
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.14149,P80098,OID00474,D7,MAIT,control,CD56pos,CD56+ MAIT,MCP-3,-1.4569,-2.42369
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,GDNF,-0.94134,-1.29554
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,GDNF,-0.94134,-1.56985
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,GDNF,-0.94134,-1.43913
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D4,NK,IL-12 + IL-18,NA,NK,GDNF,-0.94134,-2.08998
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D6,NK,IL-12 + IL-18,NA,NK,GDNF,-0.94134,-2.08031
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,GDNF,-0.94134,-1.52704
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D6,MAIT,control,CD56neg,CD56- MAIT,GDNF,-0.94134,-1.77814
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,GDNF,-0.94134,-2.05694
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D4,NK,control,NA,NK,GDNF,-0.94134,-2.03848
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D5,NK,IL-12 + IL-18,NA,NK,GDNF,-0.94134,-2.07659
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,GDNF,-0.94134,-1.71248
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,GDNF,-0.94134,-1.5516
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,GDNF,-0.94134,-1.0118
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,GDNF,-0.94134,-1.20309
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D7,NK,IL-12 + IL-18,NA,NK,GDNF,-0.94134,-2.14297
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D4,MAIT,control,CD56neg,CD56- MAIT,GDNF,-0.94134,-1.81562
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D6,MAIT,control,CD56pos,CD56+ MAIT,GDNF,-0.94134,-1.43284
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D4,MAIT,control,CD56pos,CD56+ MAIT,GDNF,-0.94134,-1.68737
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D5,MAIT,control,CD56neg,CD56- MAIT,GDNF,-0.94134,-1.41029
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,GDNF,-0.94134,-2.09765
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,GDNF,-0.94134,-1.93196
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D7,CD8T,PMA + Ionomycin,NA,CD8T,GDNF,-0.94134,-2.18995
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,GDNF,-0.94134,-2.01949
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D7,NK,control,NA,NK,GDNF,-0.94134,-1.47363
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D4,CD8T,PMA + Ionomycin,NA,CD8T,GDNF,-0.94134,-2.16076
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D6,NK,control,NA,NK,GDNF,-0.94134,-1.71129
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,GDNF,-0.94134,-1.53456
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D7,MAIT,control,CD56neg,CD56- MAIT,GDNF,-0.94134,-2.08956
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D5,MAIT,control,CD56pos,CD56+ MAIT,GDNF,-0.94134,-2.22128
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,GDNF,-0.94134,-1.22503
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D5,NK,control,NA,NK,GDNF,-0.94134,-1.97425
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D6,CD8T,PMA + Ionomycin,NA,CD8T,GDNF,-0.94134,-1.98958
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,GDNF,-0.94134,-1.84499
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D5,CD8T,PMA + Ionomycin,NA,CD8T,GDNF,-0.94134,-1.90848
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,GDNF,-0.94134,-2.03756
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.19951,P39905,OID00475,D7,MAIT,control,CD56pos,CD56+ MAIT,GDNF,-0.94134,-1.72457
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CDCP1,-3.415315,-3.540335
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CDCP1,-3.415315,-3.867265
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CDCP1,-3.415315,-3.720695
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D4,NK,IL-12 + IL-18,NA,NK,CDCP1,-3.415315,-3.728955
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D6,NK,IL-12 + IL-18,NA,NK,CDCP1,-3.415315,-3.845025
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-3.970415
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D6,MAIT,control,CD56neg,CD56- MAIT,CDCP1,-3.415315,-3.549485
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CDCP1,-3.415315,-4.262095
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D4,NK,control,NA,NK,CDCP1,-3.415315,-4.093715
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D5,NK,IL-12 + IL-18,NA,NK,CDCP1,-3.415315,-3.212285
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-3.984015
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-3.778395
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CDCP1,-3.415315,-4.039925
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-3.802125
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D7,NK,IL-12 + IL-18,NA,NK,CDCP1,-3.415315,-3.767255
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D4,MAIT,control,CD56neg,CD56- MAIT,CDCP1,-3.415315,-3.705735
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D6,MAIT,control,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-4.029205
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D4,MAIT,control,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-4.040935
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D5,MAIT,control,CD56neg,CD56- MAIT,CDCP1,-3.415315,-3.597375
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-3.792055
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CDCP1,-3.415315,-4.110545
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D7,CD8T,PMA + Ionomycin,NA,CD8T,CDCP1,-3.415315,-3.606395
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-3.885275
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D7,NK,control,NA,NK,CDCP1,-3.415315,-4.118275
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D4,CD8T,PMA + Ionomycin,NA,CD8T,CDCP1,-3.415315,-4.022385
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D6,NK,control,NA,NK,CDCP1,-3.415315,-3.873725
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-3.474605
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D7,MAIT,control,CD56neg,CD56- MAIT,CDCP1,-3.415315,-3.755565
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D5,MAIT,control,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-3.862275
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CDCP1,-3.415315,-3.609845
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D5,NK,control,NA,NK,CDCP1,-3.415315,-3.662475
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D6,CD8T,PMA + Ionomycin,NA,CD8T,CDCP1,-3.415315,-3.903325
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-4.093455
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D5,CD8T,PMA + Ionomycin,NA,CD8T,CDCP1,-3.415315,-3.783115
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CDCP1,-3.415315,-3.931455
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.257865,Q9H5V8,OID00476,D7,MAIT,control,CD56pos,CD56+ MAIT,CDCP1,-3.415315,-3.894945
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CD244,-1.063735,-0.258155
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CD244,-1.063735,0.017855
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CD244,-1.063735,-1.162695
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D4,NK,IL-12 + IL-18,NA,NK,CD244,-1.063735,0.875775
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D6,NK,IL-12 + IL-18,NA,NK,CD244,-1.063735,0.148985
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CD244,-1.063735,0.453235
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D6,MAIT,control,CD56neg,CD56- MAIT,CD244,-1.063735,0.139945
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CD244,-1.063735,-0.724825
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D4,NK,control,NA,NK,CD244,-1.063735,0.463685
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D5,NK,IL-12 + IL-18,NA,NK,CD244,-1.063735,0.949815
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CD244,-1.063735,-0.247705
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CD244,-1.063735,-0.067675
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CD244,-1.063735,-0.697895
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CD244,-1.063735,-1.112125
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D7,NK,IL-12 + IL-18,NA,NK,CD244,-1.063735,0.247175
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D4,MAIT,control,CD56neg,CD56- MAIT,CD244,-1.063735,-0.312565
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D6,MAIT,control,CD56pos,CD56+ MAIT,CD244,-1.063735,0.873495
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D4,MAIT,control,CD56pos,CD56+ MAIT,CD244,-1.063735,0.162145
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D5,MAIT,control,CD56neg,CD56- MAIT,CD244,-1.063735,-0.784935
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CD244,-1.063735,0.135275
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CD244,-1.063735,0.231605
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D7,CD8T,PMA + Ionomycin,NA,CD8T,CD244,-1.063735,-1.338055
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CD244,-1.063735,0.248605
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D7,NK,control,NA,NK,CD244,-1.063735,-0.262765
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D4,CD8T,PMA + Ionomycin,NA,CD8T,CD244,-1.063735,-0.674015
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D6,NK,control,NA,NK,CD244,-1.063735,0.247155
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CD244,-1.063735,0.258915
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D7,MAIT,control,CD56neg,CD56- MAIT,CD244,-1.063735,-0.950095
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D5,MAIT,control,CD56pos,CD56+ MAIT,CD244,-1.063735,0.066785
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CD244,-1.063735,-0.928415
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D5,NK,control,NA,NK,CD244,-1.063735,1.625125
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D6,CD8T,PMA + Ionomycin,NA,CD8T,CD244,-1.063735,-0.387765
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CD244,-1.063735,-1.021245
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D5,CD8T,PMA + Ionomycin,NA,CD8T,CD244,-1.063735,0.068815
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CD244,-1.063735,-0.350435
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.139205,Q9BZW8,OID00477,D7,MAIT,control,CD56pos,CD56+ MAIT,CD244,-1.063735,-0.933855
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-7,-2.639115,-2.906365
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-7,-2.639115,-2.895395
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-7,-2.639115,-2.948335
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D4,NK,IL-12 + IL-18,NA,NK,IL-7,-2.639115,-3.174615
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D6,NK,IL-12 + IL-18,NA,NK,IL-7,-2.639115,-3.209435
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-7,-2.639115,-3.081715
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D6,MAIT,control,CD56neg,CD56- MAIT,IL-7,-2.639115,-3.219705
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-7,-2.639115,-3.165955
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D4,NK,control,NA,NK,IL-7,-2.639115,-3.369845
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D5,NK,IL-12 + IL-18,NA,NK,IL-7,-2.639115,-3.088285
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-7,-2.639115,-3.431635
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-7,-2.639115,-2.919755
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-7,-2.639115,-3.240155
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-7,-2.639115,-3.060935
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D7,NK,IL-12 + IL-18,NA,NK,IL-7,-2.639115,-3.176005
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D4,MAIT,control,CD56neg,CD56- MAIT,IL-7,-2.639115,-2.991815
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,-0.068315,P13232,OID00478,D6,MAIT,control,CD56pos,CD56+ MAIT,IL-7,-2.639115,-3.256845
